nG,nO,N,t
1228.4389846422634,4768566.582053304,9.88870478450168,13.346693386773547
1254.958012601009,4993861.963056506,9.88344727348441,13.386773547094188
1282.0495222643137,5229801.634713498,9.877941382327478,13.426853707414828
1309.7258721282221,5476888.496475759,9.87217537642198,13.46693386773547
1337.9996874788276,5735649.207748923,9.866136966753862,13.507014028056112
1366.8838661516304,6006635.3104540445,9.85981328371068,13.547094188376754
1396.391584415218,6290415.748663938,9.85319105162329,13.587174348697394
1426.536302981967,6587557.925832825,9.846257030763672,13.627254509018035
1457.3317731484897,6898736.293450875,9.838995483609525,13.667334669338677
1488.7920430686484,7224613.883081625,9.831390939096574,13.707414829659317
1520.9314641619903,7565885.0461012395,9.82342719535784,13.747494989979959
1553.7646976605129,7923276.933161414,9.81508728520269,13.7875751503006
1587.3067212967703,8297551.043538245,9.806353439965196,13.827655310621243
1621.5728361363526,8689504.847668042,9.79720705164482,13.867735470941883
1656.5786735578708,9099960.964275977,9.787628925439906,13.907815631262524
1692.3402023836072,9529739.756212233,9.77759991917801,13.947895791583166
1728.8737361641142,9979816.41653752,9.76709727797373,13.987975951903808
1766.1959406200615,10451149.58599647,9.75609863315416,14.028056112224448
1804.323841244744,10944743.180633614,9.744580559614327,14.06813627254509
1843.2748310706934,11461648.530084148,9.732518525923574,14.108216432865731
1883.0666786039662,12002950.100127865,9.71988722746577,14.148296593186371
1923.7175359297153,12569729.345220862,9.706661429880057,14.188376753507013
1965.239186347197,13163271.903498406,9.692811134668334,14.228456913827655
2007.6556615859877,13784841.538478328,9.678306853454444,14.268537074148297
2050.9876271041185,14435761.688585572,9.663117705526275,14.308617234468937
2095.254842262711,15117314.274430137,9.647213778941875,14.348697394789578
2140.477492896389,15831023.075083263,9.630559518385244,14.38877755511022
2186.6762005180212,16578427.031032017,9.613119014763846,14.428857715430862
2233.8720317221196,17361093.046186227,9.594855706494899,14.468937875751502
2282.0865077912067,18180583.565393556,9.575733136029791,14.509018036072144
2331.3416145095007,19038756.252208885,9.555707957372572,14.549098196392785
2381.659812188432,19937409.57452012,9.53473820574845,14.589178356713425
2433.0640459085444,20878336.820077956,9.512782037241188,14.629258517034067
2485.5777559824282,21863670.239774108,9.489789698783037,14.669338677354709
2539.2161534521615,22895474.03568307,9.465713025304002,14.70941883767535
2594.0102748074864,23975806.393038224,9.440503991757783,14.74949899799599
2649.986806620868,25107080.1281898,9.414106298473522,14.789579158316633
2707.1712643026567,26291550.95776631,9.386467311467857,14.829659318637274
2765.589713864024,27531901.289816007,9.357524440611456,14.869739478957916
2825.2687837984527,28830568.977626003,9.327220802039621,14.909819639278556
2886.235677219638,30190452.706025206,9.295488759138268,14.949899799599198
2948.508041059459,31614262.079559572,9.262265087389563,14.98997995991984
3012.121898206789,33105128.496933106,9.227476719983212,15.03006012024048
3077.108219924273,34666062.73179927,9.191053404811301,15.070140280561121
3143.496617040127,36300346.55434154,9.152918566545297,15.110220440881763
3211.3173392341423,38011571.82665205,9.11298839436389,15.150300601202405
3280.5990316946977,39803191.67310395,9.07118231469665,15.190380761523045
3351.363894114672,41678970.13996409,9.027412499279356,15.230460921843687
3423.6552051206936,43642786.84000568,8.981588422804132,15.270541082164328
3497.505891298163,45699008.27334496,8.933608199499979,15.31062124248497
3572.9471312141777,47851713.10283975,8.883376659839378,15.35070140280561
3650.003083068862,50105409.9072083,8.830788603088545,15.390781563126252
3728.7208618407035,52464817.067171,8.775733932597987,15.430861723446894
3809.1363073141165,54934872.487110965,8.718097429762501,15.470941883767534
3891.2726457931954,57520427.16334606,8.657765904126057,15.511022044088175
3975.1773536689184,60227175.830693476,8.594606477435137,15.551102204408817
4060.8884443130573,63060689.01417259,8.528489169885642,15.591182364729459
4148.433330116851,66026874.74453053,8.459276126787183,15.631262525050099
4237.865514016988,69131534.54323064,8.386831978057211,15.67134268537074
4329.210789527509,72381481.82190008,8.310997743489244,15.711422845691382
4422.52192836804,75783065.49741545,8.231625280458154,15.751503006012024
