	Cx	Mu	v1	v2	v3	v4	v5	v6	vd	gR	gP1	gP2	gP3	gP4	gP5	gP6	gP	R	PSU	Tc	CB	Mc	Tn	Mq	Pq	Q
12	0.45999999999999996	1.239299774169922e-05	1425643.9864635458	1038409.2807769775	346136.4269256592	172634.45854187012	345268.91708374023	867.5098419189455	0.0	1.1731072203171389	0.6062702158338467	21.62552172341066	6.501884038444741	0.2139458454848864	1.7971451020730458	0.00010751047511803338	34.52689170837403	94658.8746942104	48920.38459701359	1744979.0740013125	524641.751250191	17263.44585418701	145012.9451751709	8.675098419189455	2786000.0000000005	70000000.0
13	0.49	1.2636184692382814e-05	1453619.3013191218	1058785.915374756	352928.638458252	176022.0527648926	352044.1055297852	884.5329284667971	0.0	1.1961270234091643	0.6302972642263169	21.1470339479547	6.586794507056872	0.22242471686695361	1.8683676216824103	0.00011177121450600684	35.20441055297852	94658.87469421039	49880.34597233014	1673529.9825668335	521264.5009080503	17602.20527648926	147858.5243225098	8.84532928466797	2786000.0	70000000.0
14	0.52	1.286029815673828e-05	1479400.4738330853	1077564.382553101	359188.12751770037	179143.95332336432	358287.90664672863	900.2208709716797	0.0	1.217341351748874	0.6528532450273786	20.680100408358513	6.659560477818659	0.2303844652715271	1.9352295082808275	0.00011577108807614422	35.82879066467286	94658.8746942104	50765.01625938662	1608057.6170407813	517838.7310040177	17914.395332336433	150480.92079162603	9.002208709716797	2786000.0000000005	70000000.0
15	0.5499999999999999	1.3065338134765628e-05	1502987.5040054317	1094744.6823120124	364914.89410400414	182000.16021728527	364000.32043457055	914.573669433594	0.0	1.2367502053362682	0.6738369157572798	20.21953698906809	6.73122887725914	0.23778936338203513	1.997430652409095	0.00011949214240303268	36.400032043457045	94658.8746942104	51574.395458182866	1547570.8918137997	515197.44899276487	18200.016021728527	152880.13458251962	9.14573669433594	2786000.0000000005	70000000.0
16	0.58	1.3256072998046877e-05	1524928.9274215705	1110726.3565063481	370242.1188354494	184657.09686279309	369314.19372558617	927.9251098632815	0.0	1.2548049528594252	0.6936545926445955	19.775680115940474	6.791173052397698	0.2447827955620598	2.056175482721302	0.00012300642993068328	36.9314193725586	94658.87469421039	52327.30634078412	1491820.3995145608	512306.5521288466	18465.709686279308	155111.96136474618	9.279251098632814	2786000.0	70000000.0
17	0.61	1.3432502746582032e-05	1545224.7440814977	1125509.405136109	375169.80171203637	187114.7632598878	374229.5265197756	940.2751922607424	0.0	1.2715055943183458	0.7122416528299087	19.3441271823078	6.847363400993526	0.25134195714144897	2.1112724399881713	0.0001263024910258537	37.422952651977546	94658.8746942104	53023.748907190224	1440098.5093585788	509760.80408663023	18711.47632598878	157176.40113830575	9.402751922607424	2786000.0000000005	70000000.0
18	0.64	1.3597011566162108e-05	1564149.221777915	1139293.5991287234	379764.5330429078	189406.37111663818	378812.74223327637	951.7908096313474	0.0	1.2870778140570684	0.7297942311792432	18.92805126138004	6.896627578207019	0.2575360618777722	2.1633029197732863	0.0001294151064712423	37.88127422332763	94658.87469421039	53673.13454343372	1392074.3664354088	507216.423597826	18940.63711166382	159101.35173797607	9.517908096313475	2786000.0	70000000.0
19	0.6699999999999999	1.3749599456787108e-05	1581702.3605108263	1152078.938484192	384026.31282806396	191531.92043304443	383063.84086608887	962.4719619750974	0.0	1.3015216120755941	0.7462658800123964	18.524072928783557	6.944875057651008	0.26334871891435796	2.212129238880607	0.00013233603965545623	38.30638408660888	94658.87469421039	54275.46324951473	1347244.5497050215	505096.53604657284	19153.192043304443	160886.81316375732	9.624719619750975	2786000.0	70000000.0
20	0.7	1.3890266418457029e-05	1597884.1602802274	1163865.4232025146	387955.1410675049	193491.41120910645	386982.8224182129	972.318649291992	0.0	1.3148369883739224	0.761613517423089	18.12946375822548	6.997245752861245	0.2687647251377711	2.2576236911572773	0.00013505765082300053	38.69828224182128	94658.87469421039	54830.7350254331	1305191.9388771057	503751.73103688523	19349.141120910645	162532.7854156494	9.72318649291992	2786000.0	70000000.0
21	0.73	1.4023780822753905e-05	1613243.1566715238	1175052.59513855	391684.19837951666	195351.26686096194	390702.5337219239	981.6646575927732	0.0	1.3274753116401325	0.7763252703848355	17.754084738188553	7.038106905903492	0.27395633499054384	2.3012332139205682	0.0001376664999952481	39.070253372192376	94658.87469421039	55357.77264325395	1265998.4466800953	501869.4312794737	19535.126686096195	164095.06416320804	9.816646575927733	2786000.0	70000000.0
22	0.7599999999999999	1.4150142669677735e-05	1627779.3496847155	1185640.4542922971	395213.48476409906	197111.4873886108	394222.9747772216	990.5099868774414	0.0	1.3394365818742244	0.7903785208968404	17.39508090466302	7.071352616427116	0.27891556683812263	2.34289076144023	0.00014015857630056416	39.42229747772217	94658.87469421039	55856.57610297727	1229321.9447135925	499737.19569487305	19711.14873886108	165573.64940643308	9.905099868774414	2786000.0	70000000.0
23	0.7899999999999999	1.4266967773437499e-05	1641218.4715271003	1195429.2297363284	398476.40991210943	198738.8610839844	397477.7221679688	998.6877441406248	0.0	1.350495114732158	0.8034832963159704	17.044355897151846	7.110493658023496	0.2835400926414878	2.3817367781884973	0.0001424824586138129	39.747772216796875	94658.87469421039	56317.734018570525	1194672.6289580143	498388.5693820619	19873.88610839844	166940.6433105469	9.986877441406248	2786000.0	70000000.0
24	0.82	1.4379024505615233e-05	1654109.0577840805	1204818.4633255005	401606.1544418335	200299.81136322021	400599.62272644043	1006.5317153930662	0.0	1.361102278902013	0.8161544254222329	16.711432121096674	7.138417508694413	0.2880115896061852	2.419297352691956	0.00014472944201315838	40.05996227264404	94658.8746942104	56760.06916209871	1162209.0298664279	496446.5778542035	20029.98113632202	168251.84154510498	10.065317153930662	2786000.0000000005	70000000.0
25	0.85	1.4483928680419922e-05	1666176.840662955	1213608.3841323848	404536.12804412824	201761.12651824945	403522.2530364989	1013.8750076293945	0.0	1.3710323900397496	0.8281066027790087	16.388729642086474	7.167892496521968	0.29222937669715054	2.4547267642560646	0.00014684893301364355	40.35222530364991	94658.8746942104	57174.17014752934	1131511.3463822529	494885.9287198695	20176.112651824944	169479.34627532953	10.138750076293945	2786000.0000000005	70000000.0
